county,cause,year,count
Santa Cruz,Chronic lower respiratory diseases,1994,58
Santa Cruz,Chronic lower respiratory diseases,1995,73
Santa Cruz,Chronic lower respiratory diseases,1996,75
Santa Cruz,Chronic lower respiratory diseases,1997,51
Santa Cruz,Chronic lower respiratory diseases,1998,96
Santa Cruz,Chronic lower respiratory diseases,1999,89
Santa Cruz,Chronic lower respiratory diseases,2000,94
Santa Cruz,Chronic lower respiratory diseases,2001,73
Santa Cruz,Chronic lower respiratory diseases,2002,65
Santa Cruz,Chronic lower respiratory diseases,2003,56
Santa Cruz,Chronic lower respiratory diseases,2004,46
Santa Cruz,Chronic lower respiratory diseases,2005,55
Santa Cruz,Chronic lower respiratory diseases,2006,77
Santa Cruz,Chronic lower respiratory diseases,2007,54
Santa Cruz,Chronic lower respiratory diseases,2008,22
Santa Cruz,Chronic lower respiratory diseases,2009,85
Santa Cruz,Chronic lower respiratory diseases,2010,52
Santa Cruz,Chronic lower respiratory diseases,2011,43
Santa Cruz,Chronic lower respiratory diseases,2012,59
Santa Cruz,Chronic lower respiratory diseases,2013,39
Santa Cruz,Chronic lower respiratory diseases,2014,25
Santa Cruz,Chronic lower respiratory diseases,2015,51
Santa Cruz,Chronic lower respiratory diseases,2016,44
Santa Cruz,Chronic lower respiratory diseases,2017,47
Santa Cruz,Chronic lower respiratory diseases,2018,43
Santa Cruz,Chronic lower respiratory diseases,2019,44
Santa Cruz,Chronic lower respiratory diseases,2020,16
Santa Cruz,Chronic lower respiratory diseases,2021,41
Santa Cruz,Diabetes,1989,0
Santa Cruz,Diabetes,1990,18
Santa Cruz,Diabetes,1991,0
Santa Cruz,Diabetes,1992,0
Santa Cruz,Diabetes,1993,0
Santa Cruz,Diabetes,1994,0
Santa Cruz,Diabetes,1995,0
Santa Cruz,Diabetes,1996,44
Santa Cruz,Diabetes,1997,13
Santa Cruz,Diabetes,1998,25
Santa Cruz,Diabetes,1999,15
Santa Cruz,Diabetes,2000,15
Santa Cruz,Diabetes,2001,16
Santa Cruz,Diabetes,2002,29
Santa Cruz,Diabetes,2003,0
Santa Cruz,Diabetes,2004,0
Santa Cruz,Diabetes,2005,17
Santa Cruz,Diabetes,2006,13
Santa Cruz,Diabetes,2007,16
Santa Cruz,Diabetes,2008,17
Santa Cruz,Diabetes,2009,21
Santa Cruz,Diabetes,2010,16
Santa Cruz,Diabetes,2011,0
Santa Cruz,Diabetes,2012,18
Santa Cruz,Diabetes,2013,21
Santa Cruz,Diabetes,2014,28
Santa Cruz,Diabetes,2015,28
Santa Cruz,Diabetes,2016,19
Santa Cruz,Diabetes,2017,16
Santa Cruz,Diabetes,2018,30
Santa Cruz,Diabetes,2019,18
Santa Cruz,Diabetes,2020,18
Santa Cruz,Diabetes,2021,29
Santa Cruz,Assault (homicide),1989,0
Santa Cruz,Assault (homicide),1990,0
Santa Cruz,Assault (homicide),1991,0
Santa Cruz,Assault (homicide),1992,0
Santa Cruz,Assault (homicide),1993,0
Santa Cruz,Assault (homicide),1994,0
Santa Cruz,Assault (homicide),1995,0
Santa Cruz,Assault (homicide),1996,0
Santa Cruz,Assault (homicide),1997,0
Santa Cruz,Assault (homicide),1998,0
Santa Cruz,Assault (homicide),1999,0
Santa Cruz,Assault (homicide),2000,0
Santa Cruz,Assault (homicide),2001,0
Santa Cruz,Assault (homicide),2002,0
Santa Cruz,Assault (homicide),2003,0
Santa Cruz,Assault (homicide),2004,0
Santa Cruz,Assault (homicide),2005,0
Santa Cruz,Assault (homicide),2006,0
Santa Cruz,Assault (homicide),2007,0
Santa Cruz,Assault (homicide),2008,0
Santa Cruz,Assault (homicide),2009,0
Santa Cruz,Assault (homicide),2010,0
Santa Cruz,Assault (homicide),2011,0
Santa Cruz,Assault (homicide),2012,0
Santa Cruz,Assault (homicide),2013,0
Santa Cruz,Assault (homicide),2014,0
Santa Cruz,Assault (homicide),2015,0
Santa Cruz,Assault (homicide),2016,0
Santa Cruz,Assault (homicide),2017,0
Santa Cruz,Assault (homicide),2018,0
Santa Cruz,Assault (homicide),2019,0
Santa Cruz,Assault (homicide),2020,0
Santa Cruz,Assault (homicide),2021,0
Santa Cruz,Diseases of heart,1989,570
Santa Cruz,Diseases of heart,1990,508
Santa Cruz,Diseases of heart,1991,539
Santa Cruz,Diseases of heart,1992,547
Santa Cruz,Diseases of heart,1993,576
Santa Cruz,Diseases of heart,1994,582
Santa Cruz,Diseases of heart,1995,587
Santa Cruz,Diseases of heart,1996,563
Santa Cruz,Diseases of heart,1997,515
Santa Cruz,Diseases of heart,1998,572
Santa Cruz,Diseases of heart,1999,577
Santa Cruz,Diseases of heart,2000,554
Santa Cruz,Diseases of heart,2001,542
Santa Cruz,Diseases of heart,2002,527
Santa Cruz,Diseases of heart,2003,563
Santa Cruz,Diseases of heart,2004,494
Santa Cruz,Diseases of heart,2005,406
Santa Cruz,Diseases of heart,2006,407
Santa Cruz,Diseases of heart,2007,421
Santa Cruz,Diseases of heart,2008,437
Santa Cruz,Diseases of heart,2009,456
Santa Cruz,Diseases of heart,2010,448
Santa Cruz,Diseases of heart,2011,410
Santa Cruz,Diseases of heart,2012,422
Santa Cruz,Diseases of heart,2013,422
Santa Cruz,Diseases of heart,2014,393
Santa Cruz,Diseases of heart,2015,409
Santa Cruz,Diseases of heart,2016,387
Santa Cruz,Diseases of heart,2017,406
Santa Cruz,Diseases of heart,2018,342
Santa Cruz,Diseases of heart,2019,369
Santa Cruz,Diseases of heart,2020,341
Santa Cruz,Diseases of heart,2021,324
Santa Cruz,Essential hypertension and hypertensive renal disease,1989,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1990,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1991,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1992,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1993,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1994,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1995,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1996,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1997,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1998,0
Santa Cruz,Essential hypertension and hypertensive renal disease,1999,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2000,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2001,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2002,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2003,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2004,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2005,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2006,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2007,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2008,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2009,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2010,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2011,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2012,14
Santa Cruz,Essential hypertension and hypertensive renal disease,2013,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2014,18
Santa Cruz,Essential hypertension and hypertensive renal disease,2015,0
Santa Cruz,Essential hypertension and hypertensive renal disease,2016,18
Santa Cruz,Essential hypertension and hypertensive renal disease,2017,16
Santa Cruz,Essential hypertension and hypertensive renal disease,2018,21
Santa Cruz,Essential hypertension and hypertensive renal disease,2019,34
Santa Cruz,Essential hypertension and hypertensive renal disease,2020,14
Santa Cruz,Essential hypertension and hypertensive renal disease,2021,13
Santa Cruz,Accidents (unintentional injuries),1989,34
Santa Cruz,Accidents (unintentional injuries),1990,46
Santa Cruz,Accidents (unintentional injuries),1991,57
Santa Cruz,Accidents (unintentional injuries),1992,35
Santa Cruz,Accidents (unintentional injuries),1993,32
Santa Cruz,Accidents (unintentional injuries),1994,52
Santa Cruz,Accidents (unintentional injuries),1995,39
Santa Cruz,Accidents (unintentional injuries),1996,38
Santa Cruz,Accidents (unintentional injuries),1997,36
Santa Cruz,Accidents (unintentional injuries),1998,23
Santa Cruz,Accidents (unintentional injuries),1999,38
Santa Cruz,Accidents (unintentional injuries),2000,55
Santa Cruz,Accidents (unintentional injuries),2001,46
Santa Cruz,Accidents (unintentional injuries),2002,34
Santa Cruz,Accidents (unintentional injuries),2003,60
Santa Cruz,Accidents (unintentional injuries),2004,50
Santa Cruz,Accidents (unintentional injuries),2005,48
Santa Cruz,Accidents (unintentional injuries),2006,76
Santa Cruz,Accidents (unintentional injuries),2007,52
Santa Cruz,Accidents (unintentional injuries),2008,75
Santa Cruz,Accidents (unintentional injuries),2009,47
Santa Cruz,Accidents (unintentional injuries),2010,58
Santa Cruz,Accidents (unintentional injuries),2011,76
Santa Cruz,Accidents (unintentional injuries),2012,53
Santa Cruz,Accidents (unintentional injuries),2013,75
Santa Cruz,Accidents (unintentional injuries),2014,99
Santa Cruz,Accidents (unintentional injuries),2015,83
Santa Cruz,Accidents (unintentional injuries),2016,84
Santa Cruz,Accidents (unintentional injuries),2017,104
Santa Cruz,Accidents (unintentional injuries),2018,95
Santa Cruz,Accidents (unintentional injuries),2019,117
Santa Cruz,Accidents (unintentional injuries),2020,146
Santa Cruz,Accidents (unintentional injuries),2021,153
Santa Cruz,Chronic liver disease and cirrhosis,1989,0
Santa Cruz,Chronic liver disease and cirrhosis,1990,0
Santa Cruz,Chronic liver disease and cirrhosis,1991,17
Santa Cruz,Chronic liver disease and cirrhosis,1992,0
Santa Cruz,Chronic liver disease and cirrhosis,1993,0
Santa Cruz,Chronic liver disease and cirrhosis,1994,0
Santa Cruz,Chronic liver disease and cirrhosis,1995,0
Santa Cruz,Chronic liver disease and cirrhosis,1996,0
Santa Cruz,Chronic liver disease and cirrhosis,1997,0
Santa Cruz,Chronic liver disease and cirrhosis,1998,0
Santa Cruz,Chronic liver disease and cirrhosis,1999,0
Santa Cruz,Chronic liver disease and cirrhosis,2000,0
Santa Cruz,Chronic liver disease and cirrhosis,2001,13
Santa Cruz,Chronic liver disease and cirrhosis,2002,15
Santa Cruz,Chronic liver disease and cirrhosis,2003,13
Santa Cruz,Chronic liver disease and cirrhosis,2004,13
Santa Cruz,Chronic liver disease and cirrhosis,2005,0
Santa Cruz,Chronic liver disease and cirrhosis,2006,0
Santa Cruz,Chronic liver disease and cirrhosis,2007,0
Santa Cruz,Chronic liver disease and cirrhosis,2008,0
Santa Cruz,Chronic liver disease and cirrhosis,2009,13
Santa Cruz,Chronic liver disease and cirrhosis,2010,17
Santa Cruz,Chronic liver disease and cirrhosis,2011,0
Santa Cruz,Chronic liver disease and cirrhosis,2012,16
Santa Cruz,Chronic liver disease and cirrhosis,2013,14
Santa Cruz,Chronic liver disease and cirrhosis,2014,16
Santa Cruz,Chronic liver disease and cirrhosis,2015,17
Santa Cruz,Chronic liver disease and cirrhosis,2016,18
Santa Cruz,Chronic liver disease and cirrhosis,2017,16
Santa Cruz,Chronic liver disease and cirrhosis,2018,17
Santa Cruz,Chronic liver disease and cirrhosis,2019,22
Santa Cruz,Chronic liver disease and cirrhosis,2020,22
Santa Cruz,Chronic liver disease and cirrhosis,2021,15
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1989,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1990,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1991,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1992,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1993,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1994,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1995,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1996,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1997,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1998,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",1999,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2000,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2001,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2002,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2003,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2004,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2005,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2006,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2007,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2008,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2009,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2010,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2011,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2012,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2013,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2014,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2015,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2016,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2017,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2018,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2019,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2020,0
Santa Cruz,"Nephritis, nephrotic syndrome and nephrosis",2021,0
Santa Cruz,Parkinson's disease,1989,0
Santa Cruz,Parkinson's disease,1990,0
Santa Cruz,Parkinson's disease,1991,0
Santa Cruz,Parkinson's disease,1992,0
Santa Cruz,Parkinson's disease,1993,0
Santa Cruz,Parkinson's disease,1994,0
Santa Cruz,Parkinson's disease,1995,0
Santa Cruz,Parkinson's disease,1996,0
Santa Cruz,Parkinson's disease,1997,0
Santa Cruz,Parkinson's disease,1998,0
Santa Cruz,Parkinson's disease,1999,0
Santa Cruz,Parkinson's disease,2000,0
Santa Cruz,Parkinson's disease,2001,0
Santa Cruz,Parkinson's disease,2002,0
Santa Cruz,Parkinson's disease,2003,0
Santa Cruz,Parkinson's disease,2004,0
Santa Cruz,Parkinson's disease,2005,0
Santa Cruz,Parkinson's disease,2006,0
Santa Cruz,Parkinson's disease,2007,0
Santa Cruz,Parkinson's disease,2008,0
Santa Cruz,Parkinson's disease,2009,0
Santa Cruz,Parkinson's disease,2010,0
Santa Cruz,Parkinson's disease,2011,0
Santa Cruz,Parkinson's disease,2012,0
Santa Cruz,Parkinson's disease,2013,0
Santa Cruz,Parkinson's disease,2014,13
Santa Cruz,Parkinson's disease,2015,0
Santa Cruz,Parkinson's disease,2016,0
Santa Cruz,Parkinson's disease,2017,0
Santa Cruz,Parkinson's disease,2018,0
Santa Cruz,Parkinson's disease,2019,0
Santa Cruz,Parkinson's disease,2020,0
Santa Cruz,Parkinson's disease,2021,0
Santa Cruz,Influenza and pneumonia,1989,73
Santa Cruz,Influenza and pneumonia,1990,76
Santa Cruz,Influenza and pneumonia,1991,61
Santa Cruz,Influenza and pneumonia,1992,77
Santa Cruz,Influenza and pneumonia,1993,71
Santa Cruz,Influenza and pneumonia,1994,75
Santa Cruz,Influenza and pneumonia,1995,63
Santa Cruz,Influenza and pneumonia,1996,90
Santa Cruz,Influenza and pneumonia,1997,74
Santa Cruz,Influenza and pneumonia,1998,95
Santa Cruz,Influenza and pneumonia,1999,21
Santa Cruz,Influenza and pneumonia,2000,50
Santa Cruz,Influenza and pneumonia,2001,23
Santa Cruz,Influenza and pneumonia,2002,18
Santa Cruz,Influenza and pneumonia,2003,37
Santa Cruz,Influenza and pneumonia,2004,16
Santa Cruz,Influenza and pneumonia,2005,44
Santa Cruz,Influenza and pneumonia,2006,0
Santa Cruz,Influenza and pneumonia,2007,13
Santa Cruz,Influenza and pneumonia,2008,15
Santa Cruz,Influenza and pneumonia,2009,0
Santa Cruz,Influenza and pneumonia,2010,13
Santa Cruz,Influenza and pneumonia,2011,15
Santa Cruz,Influenza and pneumonia,2012,13
Santa Cruz,Influenza and pneumonia,2013,13
Santa Cruz,Influenza and pneumonia,2014,0
Santa Cruz,Influenza and pneumonia,2015,16
Santa Cruz,Influenza and pneumonia,2016,0
Santa Cruz,Influenza and pneumonia,2017,15
Santa Cruz,Influenza and pneumonia,2018,32
Santa Cruz,Influenza and pneumonia,2019,13
Santa Cruz,Influenza and pneumonia,2020,14
Santa Cruz,Influenza and pneumonia,2021,13
Santa Cruz,Cerebrovascular diseases,1989,126
Santa Cruz,Cerebrovascular diseases,1990,112
Santa Cruz,Cerebrovascular diseases,1991,93
Santa Cruz,Cerebrovascular diseases,1992,119
Santa Cruz,Cerebrovascular diseases,1993,98
Santa Cruz,Cerebrovascular diseases,1994,89
Santa Cruz,Cerebrovascular diseases,1995,141
Santa Cruz,Cerebrovascular diseases,1996,109
Santa Cruz,Cerebrovascular diseases,1997,120
Santa Cruz,Cerebrovascular diseases,1998,76
Santa Cruz,Cerebrovascular diseases,1999,95
Santa Cruz,Cerebrovascular diseases,2000,99
Santa Cruz,Cerebrovascular diseases,2001,95
Santa Cruz,Cerebrovascular diseases,2002,85
Santa Cruz,Cerebrovascular diseases,2003,97
Santa Cruz,Cerebrovascular diseases,2004,99
Santa Cruz,Cerebrovascular diseases,2005,80
Santa Cruz,Cerebrovascular diseases,2006,27
Santa Cruz,Cerebrovascular diseases,2007,64
Santa Cruz,Cerebrovascular diseases,2008,56
Santa Cruz,Cerebrovascular diseases,2009,75
Santa Cruz,Cerebrovascular diseases,2010,67
Santa Cruz,Cerebrovascular diseases,2011,41
Santa Cruz,Cerebrovascular diseases,2012,48
Santa Cruz,Cerebrovascular diseases,2013,67
Santa Cruz,Cerebrovascular diseases,2014,42
Santa Cruz,Cerebrovascular diseases,2015,52
Santa Cruz,Cerebrovascular diseases,2016,62
Santa Cruz,Cerebrovascular diseases,2017,83
Santa Cruz,Cerebrovascular diseases,2018,65
Santa Cruz,Cerebrovascular diseases,2019,72
Santa Cruz,Cerebrovascular diseases,2020,93
Santa Cruz,Cerebrovascular diseases,2021,90
Santa Cruz,Intentional self-harm (suicide),1989,0
Santa Cruz,Intentional self-harm (suicide),1990,15
Santa Cruz,Intentional self-harm (suicide),1991,0
Santa Cruz,Intentional self-harm (suicide),1992,0
Santa Cruz,Intentional self-harm (suicide),1993,13
Santa Cruz,Intentional self-harm (suicide),1994,0
Santa Cruz,Intentional self-harm (suicide),1995,0
Santa Cruz,Intentional self-harm (suicide),1996,0
Santa Cruz,Intentional self-harm (suicide),1997,0
Santa Cruz,Intentional self-harm (suicide),1998,0
Santa Cruz,Intentional self-harm (suicide),1999,0
Santa Cruz,Intentional self-harm (suicide),2000,0
Santa Cruz,Intentional self-harm (suicide),2001,0
Santa Cruz,Intentional self-harm (suicide),2002,0
Santa Cruz,Intentional self-harm (suicide),2003,0
Santa Cruz,Intentional self-harm (suicide),2004,0
Santa Cruz,Intentional self-harm (suicide),2005,0
Santa Cruz,Intentional self-harm (suicide),2006,0
Santa Cruz,Intentional self-harm (suicide),2007,0
Santa Cruz,Intentional self-harm (suicide),2008,0
Santa Cruz,Intentional self-harm (suicide),2009,0
Santa Cruz,Intentional self-harm (suicide),2010,0
Santa Cruz,Intentional self-harm (suicide),2011,0
Santa Cruz,Intentional self-harm (suicide),2012,0
Santa Cruz,Intentional self-harm (suicide),2013,0
Santa Cruz,Intentional self-harm (suicide),2014,12
Santa Cruz,Intentional self-harm (suicide),2015,0
Santa Cruz,Intentional self-harm (suicide),2016,19
Santa Cruz,Intentional self-harm (suicide),2017,0
Santa Cruz,Intentional self-harm (suicide),2018,0
Santa Cruz,Intentional self-harm (suicide),2019,14
Santa Cruz,Intentional self-harm (suicide),2020,0
Santa Cruz,Intentional self-harm (suicide),2021,12
Solano,Alzheimer's disease,1989,0
Solano,Alzheimer's disease,1990,0
Solano,Alzheimer's disease,1991,0
Solano,Alzheimer's disease,1992,0
Solano,Alzheimer's disease,1993,0
Solano,Alzheimer's disease,1994,0
Solano,Alzheimer's disease,1995,0
Solano,Alzheimer's disease,1996,0
Solano,Alzheimer's disease,1997,0
Solano,Alzheimer's disease,1998,0
Solano,Alzheimer's disease,1999,15
Solano,Alzheimer's disease,2000,27
Solano,Alzheimer's disease,2001,34
Solano,Alzheimer's disease,2002,41
Solano,Alzheimer's disease,2003,98
Solano,Alzheimer's disease,2004,90
Solano,Alzheimer's disease,2005,132
Solano,Alzheimer's disease,2006,83
Solano,Alzheimer's disease,2007,118
Solano,Alzheimer's disease,2008,127
Solano,Alzheimer's disease,2009,156
Solano,Alzheimer's disease,2010,223
Solano,Alzheimer's disease,2011,220
Solano,Alzheimer's disease,2012,172
Solano,Alzheimer's disease,2013,207
Solano,Alzheimer's disease,2014,184
Solano,Alzheimer's disease,2015,221
Solano,Alzheimer's disease,2016,212
Solano,Alzheimer's disease,2017,257
Solano,Alzheimer's disease,2018,271
Solano,Alzheimer's disease,2019,253
Solano,Alzheimer's disease,2020,242
Solano,Alzheimer's disease,2021,209
Solano,Cancerous tumor,1989,662
Solano,Cancerous tumor,1990,727
Solano,Cancerous tumor,1991,717
Solano,Cancerous tumor,1992,759
Solano,Cancerous tumor,1993,718
Solano,Cancerous tumor,1994,755
Solano,Cancerous tumor,1995,746
Solano,Cancerous tumor,1996,825
Solano,Cancerous tumor,1997,837
Solano,Cancerous tumor,1998,812
Solano,Cancerous tumor,1999,774
Solano,Cancerous tumor,2000,853
Solano,Cancerous tumor,2001,815
Solano,Cancerous tumor,2002,808
Solano,Cancerous tumor,2003,806
Solano,Cancerous tumor,2004,806
Solano,Cancerous tumor,2005,860
Solano,Cancerous tumor,2006,868
Solano,Cancerous tumor,2007,863
Solano,Cancerous tumor,2008,857
Solano,Cancerous tumor,2009,868
Solano,Cancerous tumor,2010,935
Solano,Cancerous tumor,2011,881
Solano,Cancerous tumor,2012,950
Solano,Cancerous tumor,2013,998
Solano,Cancerous tumor,2014,1002
Solano,Cancerous tumor,2015,897
Solano,Cancerous tumor,2016,1031
Solano,Cancerous tumor,2017,1041
Solano,Cancerous tumor,2018,1020
Solano,Cancerous tumor,2019,1032
Solano,Cancerous tumor,2020,1008
Solano,Cancerous tumor,2021,1044
Solano,Chronic lower respiratory diseases,1989,112
Solano,Chronic lower respiratory diseases,1990,105
Solano,Chronic lower respiratory diseases,1991,131
Solano,Chronic lower respiratory diseases,1992,83
Solano,Chronic lower respiratory diseases,1993,95
Solano,Chronic lower respiratory diseases,1994,136
Solano,Chronic lower respiratory diseases,1995,145
Solano,Chronic lower respiratory diseases,1996,159
Solano,Chronic lower respiratory diseases,1997,107
Solano,Chronic lower respiratory diseases,1998,137
Solano,Chronic lower respiratory diseases,1999,173
Solano,Chronic lower respiratory diseases,2000,141
Solano,Chronic lower respiratory diseases,2001,147
Solano,Chronic lower respiratory diseases,2002,136
Solano,Chronic lower respiratory diseases,2003,198
Solano,Chronic lower respiratory diseases,2004,169
Solano,Chronic lower respiratory diseases,2005,172
Solano,Chronic lower respiratory diseases,2006,168
Solano,Chronic lower respiratory diseases,2007,133
Solano,Chronic lower respiratory diseases,2008,119
Solano,Chronic lower respiratory diseases,2009,124
Solano,Chronic lower respiratory diseases,2010,205
Solano,Chronic lower respiratory diseases,2011,184
Solano,Chronic lower respiratory diseases,2012,187
Solano,Chronic lower respiratory diseases,2013,163
Solano,Chronic lower respiratory diseases,2014,185
Solano,Chronic lower respiratory diseases,2015,178
Solano,Chronic lower respiratory diseases,2016,157
Solano,Chronic lower respiratory diseases,2017,145
Solano,Chronic lower respiratory diseases,2018,164
Solano,Chronic lower respiratory diseases,2019,201
Solano,Chronic lower respiratory diseases,2020,195
Solano,Chronic lower respiratory diseases,2021,137
Solano,Diabetes,1989,0
Solano,Diabetes,1990,0
Solano,Diabetes,1991,14
Solano,Diabetes,1992,0
Solano,Diabetes,1993,12
Solano,Diabetes,1994,16
Solano,Diabetes,1995,17
Solano,Diabetes,1996,20
Solano,Diabetes,1997,0
Solano,Diabetes,1998,0
Solano,Diabetes,1999,12
Solano,Diabetes,2000,35
Solano,Diabetes,2001,54
Solano,Diabetes,2002,42
Solano,Diabetes,2003,71
Solano,Diabetes,2004,80
Solano,Diabetes,2005,120
Solano,Diabetes,2006,116
Solano,Diabetes,2007,107
Solano,Diabetes,2008,110
Solano,Diabetes,2009,72
Solano,Diabetes,2010,70
Solano,Diabetes,2011,75
Solano,Diabetes,2012,91
Solano,Diabetes,2013,96
Solano,Diabetes,2014,88
Solano,Diabetes,2015,159
Solano,Diabetes,2016,127
Solano,Diabetes,2017,175
Solano,Diabetes,2018,117
Solano,Diabetes,2019,163
Solano,Diabetes,2020,188
Solano,Diabetes,2021,141
Solano,Assault (homicide),1989,0
Solano,Assault (homicide),1990,0
Solano,Assault (homicide),1991,0
Solano,Assault (homicide),1992,0
Solano,Assault (homicide),1993,12
Solano,Assault (homicide),1994,35
Solano,Assault (homicide),1995,0
Solano,Assault (homicide),1996,17
Solano,Assault (homicide),1997,0
Solano,Assault (homicide),1998,0
Solano,Assault (homicide),1999,0
Solano,Assault (homicide),2000,0
Solano,Assault (homicide),2001,0
Solano,Assault (homicide),2002,0
Solano,Assault (homicide),2003,12
Solano,Assault (homicide),2004,0
Solano,Assault (homicide),2005,0
Solano,Assault (homicide),2006,0
Solano,Assault (homicide),2007,12
Solano,Assault (homicide),2008,0
Solano,Assault (homicide),2009,0
Solano,Assault (homicide),2010,0
Solano,Assault (homicide),2011,12
Solano,Assault (homicide),2012,0
Solano,Assault (homicide),2013,0
Solano,Assault (homicide),2014,0
Solano,Assault (homicide),2015,0
Solano,Assault (homicide),2016,0
Solano,Assault (homicide),2017,12
Solano,Assault (homicide),2018,0
Solano,Assault (homicide),2019,0
Solano,Assault (homicide),2020,14
Solano,Assault (homicide),2021,0
Solano,Diseases of heart,1989,734
Solano,Diseases of heart,1990,697
Solano,Diseases of heart,1991,767
Solano,Diseases of heart,1992,753
Solano,Diseases of heart,1993,770
Solano,Diseases of heart,1994,743
Solano,Diseases of heart,1995,782
Solano,Diseases of heart,1996,830
Solano,Diseases of heart,1997,826
Solano,Diseases of heart,1998,898
Solano,Diseases of heart,1999,831
Solano,Diseases of heart,2000,908
Solano,Diseases of heart,2001,852
Solano,Diseases of heart,2002,836
Solano,Diseases of heart,2003,858
Solano,Diseases of heart,2004,825
Solano,Diseases of heart,2005,806
Solano,Diseases of heart,2006,757
Solano,Diseases of heart,2007,762
Solano,Diseases of heart,2008,705
Solano,Diseases of heart,2009,747
Solano,Diseases of heart,2010,740
Solano,Diseases of heart,2011,734
Solano,Diseases of heart,2012,695
Solano,Diseases of heart,2013,729
Solano,Diseases of heart,2014,683
Solano,Diseases of heart,2015,765
Solano,Diseases of heart,2016,753
Solano,Diseases of heart,2017,778
Solano,Diseases of heart,2018,821
Solano,Diseases of heart,2019,729
Solano,Diseases of heart,2020,754
Solano,Diseases of heart,2021,818
Solano,Essential hypertension and hypertensive renal disease,1989,0
Solano,Essential hypertension and hypertensive renal disease,1990,0
Solano,Essential hypertension and hypertensive renal disease,1991,0
Solano,Essential hypertension and hypertensive renal disease,1992,0
Solano,Essential hypertension and hypertensive renal disease,1993,0
Solano,Essential hypertension and hypertensive renal disease,1994,0
Solano,Essential hypertension and hypertensive renal disease,1995,0
Solano,Essential hypertension and hypertensive renal disease,1996,0
Solano,Essential hypertension and hypertensive renal disease,1997,0
Solano,Essential hypertension and hypertensive renal disease,1998,0
Solano,Essential hypertension and hypertensive renal disease,1999,0
Solano,Essential hypertension and hypertensive renal disease,2000,0
Solano,Essential hypertension and hypertensive renal disease,2001,0
Solano,Essential hypertension and hypertensive renal disease,2002,0
